,text,label
29285,@AK618 what about berkeley?? Cal is a great school and close to SF  what's wrong with sfsu?  what's de anza?,0
29287,"@aka_katiekate I had finished giving my talk, he stood up and wanted his say... So no idea really! I wasn't that offensive ",1
29313,@acriley So sorry that you are still unwell  I'll miss you at your favourite hotel. Calling you shortly with verbal chicken soup.,0
29327,@acsweeney they didn't show it for me either. i was so disappointed!  i thought it was confirmed that it would show before Proposal ,0
29330,@ACthaBeasT I was gonna tell u be I'm not coming back till Friday  I'm gonna come visit when I get back,0
29388,"@acj80 @Coley81 LOL, that's true Danny wouldn't have that. So you have to quit anyways   Dustin sounds like a good guy ",0
29410,"@acmaurer what do the words, &quot;Are you part robot? It's a quarter to 10 on a Friday?&quot; taste like?  ",1
29422,"@akfarrell The use of too many weights isnÃ¢â‚¬â„¢t beneficial to the page organization. Cursive makes for fine emphasis, when used sparingly ",1
29427,@AKGovSarahPalin would love a slice of summer from Piper's lemonade stand! do you think i could have a jump on her trampoline too? ,1
29460,@acorns_lamppost @burrrbank I just showered and will be ready at 3ish. will bring the sounds... i only have no doubt on my ipod ,0
29574,@adalinemusic Good to hear...can't wait for the new album !!!  btw...have you had a chance to listen to Jamie's CD?,1
29577,"@Adam__Carter Ahh, im hoping to do International Relations and Business, clever me ;D thanks for following me btw  wubu2 2day? x",1
29627,@Adam4rd thats not very nice saying that about @Allaaaaaaaaaaan atleast he knows how to reply to people haha !  don't listen to him Alan!,1
29653,@akomuzikera Ah. So I guess it's okay if I just lurk in the background and wait for some drunk twittering to commence? ,1
29658,"@akomuzikera On a Tyra, Kathy Griffin talked about Suze Orman saying: &quot;There is nothing a good financially-focused lesbian can't do.&quot; ",1
29779,"@AdamCSmith RE: your french word. sorry, but it looks like you're going to have to try harder...its down 11.5%  ",1
29801,@Alaerys I'ma go bed now cos it's 12.30am and I gotta drive billions of miles tomoz  *smishes you* Night sweetie xxx,0
29829,@AdamFans Hey!  Guess what? Adam has his own profile on twitter. Check it out and follow him! Here's the link: twitter.com/TheAdamLambert,1
29904,"@adamjt Wow, I didn't even put that together. haha. That would be awesome...you can come visit me every day! ",1
29914,"@AdamLRocksMe Nope, only old footage, from early June, nothing from this week.  Maybe it will be posted later...... #hifiisadouche",0
29923,@adammshankman AMAZING show tonight! Hard to figure who might be going home. #sytycd Sad you won't be back for so long. ,0
29986,@adamgoucher the code doesn't lie? it sure can in dynamic languages like Ruby when you have no idea what hasn't been overridden ,1
29990,"@adamhenige Is there a way I can help ? may be when you are little less &quot;angry&quot; , had the same issue earlier ",0
30002,"@AdamLambertAI Is it true that fans can meet the finalists after concerts this summer? if so, def. want to buy tickets asap! ",1
30023,@adamsconsulting yeah you definitely adjust. I work from home so its cool to take breaks out in my garden and drop by the beach ,1
30103,@adangross   It's pretty fabulous. I'll forever pick this record up for a $1 when I can - for the poster alone.,0
30110,"@AlanMcKenna @shelg64 See, he ain't really legal in the states...he's gotta do his drinkin &quot;unner the table&quot; ",1
30165,@AdamMckeitch oooh crap!!!  did u check with subway it nt been handed in? if u need the one i have just say   hugs lou,0
30172,@adammshankman @dizzyfeet Thank u for inspiring me to enroll my daughter in dance! She's 3 and she loves it! Wish I had taken dance! ,0
30173,@adammshankman Damn I just saw your pictures of your NYC terrace. I gotta get famous. I live in a shoebox in NYC ,0
30220,"@addicted2iphone i know, i just hate seeing that i've gained a few lbs.  it's probably water weight, i hope...",0
30257,@adamsconsulting ya but need to get things done in office  part of life LOL!.. THANK u so so so much  THAT Meant a LOT !!,1
30259,"@alanwho how was your flight? i'm going to assume since you posted that, that you were actually in a terminal somewhere. ",1
30267,"@alasdairrr Well I'm envious of your lie in, but reassured that you're losing your day to computers as well as me. ",0
30327,"@adedesalvo I'm a shitty twitter-er! I'm trying to be better. I kinda like the voyeuristic aspect of it, though. ",1
30328,"@AdeelED i mean, why do hollywood blockbusters have to have such unnatural acting? devoid of human emotion. that's not acting man! ",0
30421,"@adarlingxo might have seen a skunk ape around lake Calhoun. Late night bikes are scary, way too many dead bunnys tonight   smile tomorrow",0
30464,@adiemer -HI! I'm meeting @chrisrow at the Spann wedding!  You better save me a dance! Can't wait to see you in a tux! ,1
30474,@adilladjd yeah i'm a bit dissapointed coz the one who cut my hair is not the usual guy  i can only pray now huhu,0
30538,@adnamay yea they were recording  and my friends and i were in the front. awesome show! now at hotel eating pizza and watching Kimmel,1
30556,"@Adoracion i know!!! i'm excited to watch it too!!!! i have to DVR it for the boyfriend also, how silly is that?! ",1
30606,@albeit I am also a composer and you can listen to everyone of my copyrighted compositions online (if you can figure out where...). ,1
30779,@aleezy Man haaaail nah. I get my medical mask ready!!! LOL. &amp; everytime I walk into her room I hold my breath! ,1
30813,@adelailene ; i did do either. i was referring to the vector velocity nonsense. BLARGH. -dies- there goes my chance of an A*! ,0
30915,"@alex_lloyd We've been getting hammered here in Cincinnati, also. Typical stormy weather in the Midwest  Take care. Hope Sam is OK",0
30951,"@adeningtyas you're making me more afraid now  haven't had the chance to go through it. riee, ajarin yah ntr, hehe",0
30967,@Adgenius No idea... I'm looking at the pictures of last night... hope I didn't do sth stupid  #duvelisdendrank #dendrankisdenduvel,1
30993,@ADrunkReaper I had an original iPhone unlocked and it was pretty pointless as i didn't have EDGE access etc on the go!  Contract FTW,0
31123,@aefpix  Mr. Toiviainen and Ms. Mikkola are EU parliament candidates. The first for greens the latter for leftists. Havent decided yet.,1
31154,"@AlexAllTimeLow come to New Zealand! Your like 3 or 4 hours away from us  it's a great little country, i promise you that!",1
31168,"@AlexAllTimeLow http://twitpic.com/66axl - x_X i wantz summ, yo! Dude, I've always wanted to try that shit! O_o I love this picture ",1
31204,@ADMCDOWELL enjoy the euros last night  i don't know what time we are coming but we have to go to a friends birthday tonight,1
31271,@Aerocles I use GoDaddy  They have EXCELLENT customer service...I've called about a lot of stuff I don't understand &amp; they explain,1
31274,@Aerocles Thanks!    My mind is going to burst with all the Twitterness I've learned this past week at #140tc &amp; #twtrcon,1
31281,@AerylonBW Just started it.  This one is a shapeshifter story in Paris in the 1700's...  What're you writing this evening? ,1
31290,"@AlexAllTimeLow when i buy a new album i always want it to be just that, NEW. not leaked, memorized THEN bought  ihateleaks",0
31320,@alexanderrehm Thank you glad you got some good laughs  Still not 100% happy with my hair but I never am IRL either :p lol,1
31399,"@alexandrastack we always running out of topics, lol  umm, if youre reborn, what's gonna be your name? xD",1
31409,@afalk 15.00h at the hotel is ok with me. Pls give me a call if earlier or later.  looking forward to see you!,1
31439,"@adrence Hey you guyz are something else, you are one of my first follows dude and will always be one of my number1 deputies!!! ",1
31452,"@adriana_r Yeah but not when you're moving furniture, going to the drive-in, or sitting at an outside event for 2 hours ",0
31484,"@alexarox well, thank you...i have to recommend you new movie &quot;Ghosts of Girlfriends Past&quot; with Jennifer Garner and Matthew McConaughey  ",1
31493,"@alexattwittur Still not sure... And then another fail- After restarting, got a &quot;no boot filename received&quot; msg. Epic fail. ",0
31569,@AdrianneCurry you crack me up girl! So glad I can follow your tweets... And so sorry to hear about your families cancer fight  gl!!!!,0
31667,"@alexforbes I know. It was not easy to write those words, but I felt under his pressure and frusteration it was natural. ",0
31691,@alexiaaa school = shit; know the feeling bby. wish we could just all escape together right now and never have to go back.  (LLL),0
31694,"@aleximelvin hi, regard the studio audience on sitcoms, How i met your mother still has them i think, one the few. ",1
31745,@alexisjones i know i'm not going now..cause i didn't know that the storm of the century was coming this way tonight ,0
31761,"@alexisnotfunny only time I dont like is 5am when they start breakfast, then I cant get any late night double cheeseburgers ",1
31773,@adychou yeah or a life transplant the hubs woke up in a pissy mood and so did my oldest. Today should be freaking grand ,0
31849,@AEMusic omg I know! it was soooo good. and its doesnt hurt that hugh jackman is a beautiful pile of mann. hahaha ,1
31902,"@alexmyoung Without &quot;little people&quot; living here any more (and no particularly young ones in our family), I must have blasted past NEDI ",0
31907,@Alexnevamind @kaz2251 @iloveicecream1 she moved out  i miss her she is totally into them! more than me!i still have a lot of people here,0
31912,@alexodam ok thanks  ill probably grab her nintendogs and find her a vid of supermario see if she likes it might grab her rhythm heaven,1
31941,@alexsheppard Yea there is but i thought we were all too old to play it  Brings back some childhood memories thinking about it though lol,1
32001,"@AestheticSolace just search for Toy Story 3 in google, the teaser trailer should come up!   But it doesn't come out until June 2010 ",0
32033,"@alexthefob1991 no seriously dude. ive downloaded it before. i did listen. im sorry, i just dont like it ",0
32050,"@AlexWilliamson yeah i know hun, spammers seem to move fast though, already had two in first few minutes of posting.  Block 'em ",1
32066,@alexxisis we are? okay  i'll continue to talk about cows and my liver..well i should talk about my lungs 2..,1
32097,"@afoolishwit This is one perhaps best told through email/facebook message, or simply while I am not still delirious (aka in the morning). ",1
32099,"@afrausto Very much so. Living in Idaho, I doubt they'll ever be in the vicinity so I can see them live. ",0
32113,@aleyrose I asked Dan Schneider to see if he could get Drake Bell to get a twitter account  but sadly I nit hear from him ,0
